id,class_session_id,lesson_question_id,user_id,group_id,logged_in_user,text,updated_on,parent_id,ip,visible
683390,19191,15223,34040,NULL,NULL,"&lt;p&gt;garlic mustard plants release toxins that prevent other plants from growing around them&nbsp;&lt;/p&gt;
","2023-10-10 16:44:15",0,134.126.253.115,1
683391,19191,15223,33949,NULL,NULL,"&lt;p&gt;Two male peacocks compete for a mate in the same area, the one with the prettier wings gets the mate.&lt;/p&gt;
","2023-10-10 16:44:54",0,134.126.253.118,1
683392,19191,15223,33949,NULL,NULL,"&lt;p&gt;Hyenas and lions compete for the similar prey (gazelle).&lt;/p&gt;
","2023-10-10 16:46:11",0,134.126.253.118,1
683393,19191,15223,34040,NULL,NULL,"&lt;p&gt;wolves compete with one another for territory in an area&nbsp;&lt;/p&gt;
","2023-10-10 16:46:33",0,134.126.253.115,1
683394,19191,15223,34040,NULL,NULL,"&lt;p&gt;rams fight one another by butting heads to compete for mates&lt;/p&gt;
","2023-10-10 16:47:26",0,134.126.253.115,1
683395,19191,15223,33949,NULL,NULL,"&lt;p&gt;two oak trees compete in the same area for nutrients, water, and light.&lt;/p&gt;
","2023-10-10 16:48:30",0,134.126.253.118,1
683396,19191,15223,33927,NULL,NULL,"&lt;p&gt;An Oak tree is taller than a pine tree and takes up more sunlight than the Pine tree.&nbsp;&lt;/p&gt;

&lt;p&gt;A White Tailed deer urinated and scraps its antlers on trees.&lt;/p&gt;

&lt;p&gt;An Owl takes control over a hole in a tree before another bird can.&nbsp;&lt;/p&gt;

&lt;p&gt;&nbsp;&lt;/p&gt;
","2023-10-10 16:48:57",0,134.126.253.103,1
683397,19191,15223,34061,NULL,NULL,"&lt;p&gt;the competition between plants for space, nutrients and water&lt;/p&gt;
","2023-10-10 16:49:42",0,134.126.253.88,1
683398,19191,15223,33927,NULL,NULL,"&lt;p&gt;A White Tailed deer urinated and scraps its antlers on trees.&lt;/p&gt;
","2023-10-10 16:49:42",683396,134.126.253.103,1
683399,19191,15223,33925,NULL,NULL,"&lt;p&gt;An invasive species of Garlic Mustard plants,&nbsp;&lt;em&gt;Alliaria petiolata,&nbsp;&lt;/em&gt;is known to take over people&#039;s gardens by releasing a toxic chemical into the soil, which often kills or inhibits other plant&#039;s ability to grow and survive.&nbsp;&lt;/p&gt;
","2023-10-10 16:49:47",0,134.126.113.83,1
683400,19191,15223,33927,NULL,NULL,"&lt;p&gt;A White Tailed deer urinated and scraps its antlers on trees.&lt;/p&gt;
","2023-10-10 16:50:06",0,134.126.253.103,1
683401,19191,15223,33927,NULL,NULL,"&lt;p&gt;An Owl takes control over a hole in a tree before another bird can.&nbsp;&lt;/p&gt;

&lt;p&gt;&nbsp;&lt;/p&gt;
","2023-10-10 16:50:19",0,134.126.253.103,1
683403,19191,15223,33927,NULL,NULL,"&lt;p&gt;An Oak tree is taller than a pine tree and takes up more sunlight than the Pine tree.&nbsp;&lt;/p&gt;
","2023-10-10 16:50:36",0,134.126.253.103,1
683405,19191,15223,33940,NULL,NULL,"&lt;p&gt;two elephant seals competing for control of territory&nbsp;&lt;/p&gt;
","2023-10-10 16:51:58",0,134.126.253.49,1
683406,19191,15223,34068,NULL,NULL,"&lt;p&gt;lions compete with other lions to ward off and protect their lands.&lt;/p&gt;
","2023-10-10 16:52:00",0,134.126.253.42,1
683407,19191,15223,33940,NULL,NULL,"&lt;p&gt;a squirrel and a chipmunk competing for the same food source&lt;/p&gt;
","2023-10-10 16:52:37",0,134.126.253.49,1
683408,19191,15223,34139,NULL,NULL,"&lt;p&gt;Male river hippos fight for leadership of a herd.&nbsp;&lt;/p&gt;
","2023-10-10 16:52:51",0,134.126.253.120,1
683409,19191,15223,33925,NULL,NULL,"&lt;p&gt;Male cheetahs normally form strong pair bonds with brothers and in some cases other males they grew up with. In one scenario, two mature male cheetahs defend a 200-square-mile territory from unwanted visitors and rival males. This area not only has abundant access to prey but also acts as a sign of strength, attracting more females for them to mate with.&nbsp;&lt;/p&gt;
","2023-10-10 16:54:17",0,134.126.113.83,1
683410,19191,15223,34139,NULL,NULL,"&lt;p&gt;Black bears scent mark an area of land to claim it&lt;/p&gt;
","2023-10-10 16:54:31",0,134.126.253.120,1
683412,19191,15223,34061,NULL,NULL,"&lt;p&gt;paired flamingos interact with a single flamingo and might engage in&nbsp;fights to protect their mates and&nbsp;offspring.&lt;/p&gt;
","2023-10-10 16:54:58",0,134.126.253.88,1
683413,19191,15223,34066,NULL,NULL,"&lt;p&gt;cheetahs and lions fighting for the same prey.&lt;/p&gt;
","2023-10-10 16:55:30",0,134.126.253.33,1
683414,19191,15223,33940,NULL,NULL,"&lt;p&gt;Pine tree releases toxins in it&#039;s needles to make it inedible&nbsp;&lt;/p&gt;
","2023-10-10 16:55:31",0,134.126.253.49,1
683415,19191,15223,33987,NULL,NULL,"&lt;p&gt;Lions competing for grass plains in Africa&nbsp;&lt;/p&gt;
","2023-10-10 16:55:43",0,134.126.253.58,1
683416,19191,15223,34061,NULL,NULL,"&lt;p&gt;The zebras compete with each other for&nbsp;the grass and leaves in the environment&nbsp;&lt;/p&gt;
","2023-10-10 16:56:15",0,134.126.253.88,1
683418,19191,15223,34139,NULL,NULL,"&lt;p&gt;grazing cows may try to eat as much grass as possible if the field has limiting resources&lt;/p&gt;
","2023-10-10 16:57:14",0,134.126.253.120,1
683419,19191,15223,33987,NULL,NULL,"&lt;p&gt;The Black Walnut plant releasing&nbsp;a protective chemical&nbsp;&lt;/p&gt;
","2023-10-10 16:58:09",0,134.126.253.58,1
683420,19191,15223,34139,NULL,NULL,"&lt;p&gt;A fern grows large enough to shade the plants below it&lt;/p&gt;
","2023-10-10 16:59:09",0,134.126.253.120,1
683421,19191,15223,34066,NULL,NULL,"&lt;p&gt;The plant bishop weed puts out phototoxins to push out other plants.&lt;/p&gt;
","2023-10-10 16:59:52",0,134.126.253.33,1
683425,19191,15223,33925,NULL,NULL,"&lt;p&gt;A forest has recently been partially cleared of all the large trees. Few&nbsp;medium-sized trees were left behind which&nbsp;now have abundant access to sunlight. These trees grow to be very large and their canopy covers all of the ground below. Any seedlings growing below these trees receive little to no sunlight surrounding these trees and are therefore unable to grow.&nbsp;&nbsp;&lt;/p&gt;
","2023-10-10 17:00:17",0,134.126.113.83,1
683426,19191,15223,34068,NULL,NULL,"&lt;p&gt;pine trees excrete cytotoxic chemicals from their needles&lt;/p&gt;
","2023-10-10 17:00:34",0,134.126.253.42,1
683427,19191,15223,33699,NULL,NULL,"&lt;p&gt;Cervus canadensis, or better known as elk, during mating season lock antlers with other males in an act of combat.&lt;/p&gt;
","2023-10-10 17:00:46",0,134.126.253.36,1
683429,19191,15223,34066,NULL,NULL,"&lt;p&gt;Two birds compete for resources to make a nest during mating season.&lt;/p&gt;
","2023-10-10 17:00:54",0,134.126.253.33,1
683430,19191,15223,33987,NULL,NULL,"&lt;p&gt;Bears using the same river to catch salmon&lt;/p&gt;
","2023-10-10 17:01:36",0,134.126.253.58,1
683433,19191,15223,34068,NULL,NULL,"&lt;p&gt;dogs piss on their lawn to mark their territory.&lt;/p&gt;
","2023-10-10 17:01:48",0,134.126.253.42,1
683434,19191,15223,33699,NULL,NULL,"&lt;p&gt;Juglans nigra, or eastern black walnut releases a toxic chemical to deter the growth of other species.&lt;/p&gt;
","2023-10-10 17:02:47",0,134.126.253.36,1
683436,19191,15223,33699,NULL,NULL,"&lt;p&gt;Canis lupus, or the wolf, urinates on its surrounding area to claim it as its own.&lt;/p&gt;
","2023-10-10 17:04:19",0,134.126.253.36,1
683445,19191,15223,33926,NULL,NULL,"&lt;p&gt;A fungi in a plate releasing&nbsp;antibiotics to kill the surrounding Bactria&lt;/p&gt;
","2023-10-10 17:07:44",0,172.56.194.27,1
683448,19191,15223,34071,NULL,NULL,"&lt;p&gt;The brown marmorated stink bug (Halyomorpha halys) is an invasive species in many parts of the world, including North America. It competes with native stink bugs and other insects for resources such as food and shelter.&lt;/p&gt;
","2023-10-10 17:11:47",0,134.126.253.49,1
683450,19191,15223,33937,NULL,NULL,"&lt;p&gt;Dogwood and Black oak trees growing close together in the arboretum.&lt;/p&gt;
","2023-10-10 17:13:48",0,134.126.113.79,1
683452,19191,15223,33937,NULL,NULL,"&lt;p&gt;2 sharks are racing to eat the same school of fish.&lt;/p&gt;
","2023-10-10 17:14:51",0,134.126.113.79,1
683453,19191,15223,34071,NULL,NULL,"&lt;p&gt;Grey and red squirrels fighting over territory on campus.&lt;/p&gt;
","2023-10-10 17:15:33",0,134.126.253.49,1
683455,19191,15223,33937,NULL,NULL,"&lt;p&gt;Pine trees excrete chemicals from their needles&lt;/p&gt;
","2023-10-10 17:16:04",0,134.126.113.79,1
683458,19191,15223,34071,NULL,NULL,"&lt;p&gt;Acacia Trees with giant thorns to prevent herbivores from eating them.&lt;/p&gt;
","2023-10-10 17:20:15",0,134.126.253.49,1
683459,19191,15223,33994,NULL,NULL,"&lt;p&gt;Kentucky bluegrass rye excretes chemicals that kill surrounding plants to have control over the area.&lt;/p&gt;
","2023-10-10 17:20:35",0,134.126.253.86,1
683460,19191,15223,33994,NULL,NULL,"&lt;p&gt;Cheetahs compete over land with&nbsp;herds of antelope to pray on.&lt;/p&gt;
","2023-10-10 17:23:04",0,134.126.253.86,1
683461,19191,15223,33926,NULL,NULL,"&lt;p&gt;cheetahs and lions&nbsp;live in the same area and&nbsp;they both feed on similar prey.&lt;/p&gt;
","2023-10-10 17:23:08",0,172.56.194.27,1
683463,19191,15223,33926,NULL,NULL,"&lt;p&gt;In an area with very limited number of trees and very large population of birds. Birds competes for&nbsp;a place to put their nest&lt;/p&gt;
","2023-10-10 17:27:13",0,172.56.194.27,1
683464,19191,15223,33994,NULL,NULL,"&lt;p&gt;Elephant seals physically fight each other for access to mates&lt;/p&gt;
","2023-10-10 17:31:54",0,134.126.253.86,1
683468,19191,15223,33931,NULL,NULL,"&lt;p&gt;Garlic Mustard excretes a chemical that inhibits the growth of surrounding plants.&lt;/p&gt;
","2023-10-10 17:39:07",0,134.126.253.42,1
683470,19191,15223,34108,NULL,NULL,"&lt;p&gt;Lion and hyenas compete for food present in their environment, where hyenas out number lions but lion are larger and stronger. In some occasions if hyenas are in need of food and have the opportunity some times take lion cubes to prey on.&nbsp;&lt;/p&gt;
","2023-10-10 17:46:33",0,52.124.41.17,1
683471,19191,15223,34108,NULL,NULL,"&lt;p&gt;Younger, stronger male lions compete with a older, weaker male lions for their pride.&lt;/p&gt;
","2023-10-10 17:47:47",0,52.124.41.17,1
683472,19191,15223,33931,NULL,NULL,"&lt;p&gt;A groundhog finds a hole in the ground before any other animal and claims it as its own.&nbsp;&lt;/p&gt;
","2023-10-10 17:48:26",0,134.126.253.42,1
683473,19191,15223,34108,NULL,NULL,"&lt;p&gt;A hawk preys on both squirrels and mice.&nbsp;&lt;/p&gt;
","2023-10-10 17:49:54",0,52.124.41.17,1
683477,19191,15223,33931,NULL,NULL,"&lt;p&gt;Two bears compete over eating berries from a bush.&lt;/p&gt;
","2023-10-10 18:00:41",0,134.126.253.42,1
683488,19191,15223,34053,NULL,NULL,"&lt;p&gt;Red deer battle each other using their antlers to compete for mates.&lt;/p&gt;
","2023-10-10 18:37:13",0,134.126.253.8,1
683489,19191,15223,34053,NULL,NULL,"&lt;p&gt;Two oak trees planted next to each other both try to absorb as much nutrients as possible through their roots&nbsp;&lt;/p&gt;
","2023-10-10 18:39:58",0,134.126.253.8,1
683491,19191,15223,34141,NULL,NULL,"&lt;p&gt;Species: Lion&lt;/p&gt;

&lt;p&gt;Lion prides are made up of a number of individuals, including dominant males, lionesses, and cubs. Within the pride, competition arises for access to limited resources such as food and breeding opportunities. Because just a few males get to mate with the lionesses, dominant males compete with each other to establish and maintain control of their pride.&nbsp;&lt;/p&gt;
","2023-10-10 18:41:15",0,134.126.253.37,1
683492,19191,15223,34053,NULL,NULL,"&lt;p&gt;Cardinals fight each other to secure territory for breeding.&lt;/p&gt;
","2023-10-10 18:41:35",0,134.126.253.8,1
683493,19191,15223,34141,NULL,NULL,"&lt;p&gt;Oak tree&#039;s&lt;/p&gt;

&lt;p&gt;Seedlings of the same species of oak tree frequently compete for resources such as sunlight, water, and nutrients. They spread their branches and leaves to capture sunlight as they grow, which can result in shadowing and reduced light availability for surrounding oak tree saplings.&nbsp;&lt;/p&gt;
","2023-10-10 18:44:04",0,134.126.253.37,1
683494,19191,15223,34038,NULL,NULL,"&lt;p&gt;whitetail deer do something called sparring. Two bucks will use their antlers by clashing heads with the other deer either trying to push them backward or breaking the other deer&#039;s antlers to show that they are stronger.&nbsp;&lt;/p&gt;
","2023-10-10 18:48:45",0,134.126.253.44,1
683495,19191,15223,33820,NULL,NULL,"&lt;p&gt;Two male Black Rhino &lt;em&gt;(Diceros bicornis)&lt;/em&gt; fighting with their horns in order to secure a mate.&lt;/p&gt;
","2023-10-10 19:00:25",0,164.106.29.51,1
683497,19191,15223,33820,NULL,NULL,"&lt;p&gt;A field mouse and a chipmunk fight over a shared resource, nuts.&lt;/p&gt;
","2023-10-10 19:14:17",0,164.106.29.51,1
683500,19191,15223,33820,NULL,NULL,"&lt;p&gt;Barnacles finding a safe place underneath a blue whales fin to live, this keeps other barnacles from being able to move into this prime area.&lt;/p&gt;
","2023-10-10 19:25:00",0,164.106.29.51,1
683501,19191,15223,33915,NULL,NULL,"&lt;p&gt;The&nbsp;&lt;em&gt;Jugulars nigra&nbsp;&lt;/em&gt;(Black walnut) plant releases Juggle, a chemical to stop the growth of plants including hydrangeas and tomatoes.&nbsp;&lt;/p&gt;
","2023-10-10 19:32:45",0,216.98.90.64,1
683503,19191,15223,33915,NULL,NULL,"&lt;p&gt;The black-backed jackal marks its territory by marking its scent around a specific area.&nbsp;&lt;/p&gt;
","2023-10-10 19:36:34",0,67.221.109.166,1
683505,19191,15223,33915,NULL,NULL,"&lt;p&gt;A pack of wolves claims a territory in the snowy tundra so that another type of wolf pack cannot claim it.&nbsp;&lt;/p&gt;
","2023-10-10 19:39:38",0,67.221.109.166,1
683507,19191,15223,34101,NULL,NULL,"&lt;p&gt;Trees competing for light when another tree dies.&nbsp;&lt;/p&gt;
","2023-10-10 19:46:39",0,76.78.164.229,1
683508,19191,15223,33947,NULL,NULL,"&lt;p&gt;After an Allosaurus successfully brings down a Camptosaurus in a hunt, another Allosaurus arrives on the scene and the two fight over the carcass.&nbsp;&lt;/p&gt;
","2023-10-10 19:51:05",0,98.244.112.103,1
683510,19191,15223,34101,NULL,NULL,"&lt;p&gt;gazelles and zebras compete for grass to eat,&lt;/p&gt;
","2023-10-10 19:52:23",0,76.78.164.229,1
683511,19191,15223,33947,NULL,NULL,"&lt;p&gt;A bull Ankylosaurus guards a watering hole, waving his tail around in a threatening display towards a pack of Velociraptors that have come for a drink.&lt;/p&gt;
","2023-10-10 19:54:16",0,98.244.112.103,1
683513,19191,15223,34101,NULL,NULL,"&lt;p&gt;coyotes and bears that live in the same areas both eat mean, meaning they must compete over prey.&lt;/p&gt;
","2023-10-10 19:55:25",0,76.78.164.229,1
683514,19191,15223,33947,NULL,NULL,"&lt;p&gt;An acorn seeds earlier than other acorns that have fallen around it and its roots take up all the resources in its general vicinity, preventing other acorns from rooting.&lt;/p&gt;
","2023-10-10 19:56:12",0,98.244.112.103,1
683515,19191,15223,33982,NULL,NULL,"&lt;p&gt;The plant&nbsp;&lt;em&gt;Salvia leucophylla&nbsp;&lt;/em&gt;is native to some coastal mountain ranges in California. It is known to release monoterpenoids, which inhibit the growth of neighboring plants.&nbsp;&lt;/p&gt;
","2023-10-10 19:56:29",0,75.102.131.71,1
683517,19191,15223,33982,NULL,NULL,"&lt;p&gt;The grey wolf (&lt;em&gt;Canis lupis)&nbsp;&lt;/em&gt;is native to North America. This species hunts in packs and defends areas from others.&nbsp;&lt;/p&gt;
","2023-10-10 20:00:59",0,75.102.131.71,1
683518,19191,15223,34136,NULL,NULL,"&lt;p&gt;Woodpeckers and squirrels compete for nesting rights in the holes and spaces in&nbsp;trees&lt;/p&gt;
","2023-10-10 20:02:42",0,134.126.253.87,1
683525,19191,15223,34136,NULL,NULL,"&lt;p&gt;Male hartebeests battle each other for control over territory/defend their territory&lt;/p&gt;
","2023-10-10 20:07:16",0,134.126.253.87,1
683527,19191,15223,33982,NULL,NULL,"&lt;p&gt;The&nbsp;&lt;em&gt;Allomyrina dichotoma (&lt;/em&gt;Japanese rhinoceros beetle) often fight with each other for a mate.&nbsp;&lt;/p&gt;
","2023-10-10 20:08:03",0,75.102.131.71,1
683529,19191,15223,33997,NULL,NULL,"&lt;p&gt;Two rams butting heads over territory and mates.&lt;/p&gt;
","2023-10-10 20:14:09",0,134.126.113.90,1
683533,19191,15223,34136,NULL,NULL,"&lt;p&gt;black walnuts releasing&nbsp;the chemical juglone to inhibit other species from growing near it&lt;/p&gt;
","2023-10-10 20:18:16",0,134.126.253.87,1
683536,19191,15223,33997,NULL,NULL,"&lt;p&gt;Two plants of different species are growing in the forest. One grows taller, shading the other and opening up more sunlight exposure for itself.&nbsp;&lt;/p&gt;
","2023-10-10 20:21:46",0,134.126.113.90,1
683537,19191,15223,33997,NULL,NULL,"&lt;p&gt;All cows in a field graze on grass freely until it is gone.&nbsp;&lt;/p&gt;
","2023-10-10 20:22:31",0,134.126.113.90,1
683538,19191,15223,34037,NULL,NULL,"&lt;p&gt;Two red oak trees growing too close together, causing competition for sunlights and nutrients.&lt;/p&gt;
","2023-10-10 20:24:06",0,75.102.137.138,1
683539,19191,15223,34037,NULL,NULL,"&lt;p&gt;Barnacles compete with each other for space on rocks in the ocean&lt;/p&gt;
","2023-10-10 20:27:10",0,75.102.137.138,1
683540,19191,15223,34037,NULL,NULL,"&lt;p&gt;Mature house cat marking furniture with the scent of their urine after a new cat is adopted&lt;/p&gt;
","2023-10-10 20:28:35",0,75.102.137.138,1
683541,19191,15223,34058,NULL,NULL,"&lt;p&gt;Poison Ivy makes certain creatures itchy by one of their secretions.&lt;/p&gt;
","2023-10-10 20:29:02",0,76.78.164.234,1
683542,19191,15223,34058,NULL,NULL,"&lt;p&gt;Bull Elks&nbsp; fight other Bulls for mates.&lt;/p&gt;
","2023-10-10 20:30:00",0,76.78.164.234,1
683543,19191,15223,34058,NULL,NULL,"&lt;p&gt;A Hawk claims a nesting site before another species of bird is able to.&lt;/p&gt;
","2023-10-10 20:31:07",0,76.78.164.234,1
683544,19191,15223,34503,NULL,NULL,"&lt;p&gt;Frogs fighting for flies&nbsp;around&nbsp;a small pond&lt;/p&gt;
","2023-10-10 20:32:13",0,52.124.41.17,1
683545,19191,15223,34503,NULL,NULL,"&lt;p&gt;Male deer fighting for dominance and mates by ramming their antlers into another&lt;/p&gt;
","2023-10-10 20:33:10",0,52.124.41.17,1
683546,19191,15223,34503,NULL,NULL,"&lt;p&gt;Poison oak populating an area, secreting a substance that makes other species itchy when they get close.&lt;/p&gt;
","2023-10-10 20:34:52",0,52.124.41.17,1
683549,19191,15223,33962,NULL,NULL,"&lt;p&gt;An oak tree competes with a maple tree for the space where their roots go.&nbsp; This is indirect/scramble&nbsp;competition.&nbsp;&lt;/p&gt;
","2023-10-10 20:38:11",0,73.99.50.156,1
683550,19191,15223,33962,NULL,NULL,"&lt;p&gt;Two tigers compete for control of&nbsp;territory.&nbsp;&lt;/p&gt;
","2023-10-10 20:39:32",0,73.99.50.156,1
683551,19191,15223,33962,NULL,NULL,"&lt;p&gt;A shark competes with a whale for the same prey.&nbsp;&lt;/p&gt;
","2023-10-10 20:40:12",0,73.99.50.156,1
683553,19191,15223,34141,NULL,NULL,"&lt;p&gt;Polar bears using the same area of ice to hunt seals for when they surface.&lt;/p&gt;
","2023-10-10 20:46:15",0,134.126.253.37,1
683555,19191,15223,33979,NULL,NULL,"Cheetahs and lions; because they  both consume comparable  prey. They  are negatively impacted by the presence of the other because they will have less food. ","2023-10-10 20:54:03",0,134.126.113.125,1
683559,19191,15223,33959,NULL,NULL,"&lt;p&gt;Exploitation competition- Ruby-throated hummingbirds and olive-backed sunbirds exist in the same environments and feed on the same flowers.&nbsp;&lt;/p&gt;
","2023-10-10 21:01:50",0,50.30.161.186,1
683560,19191,15223,34065,NULL,NULL,"&lt;p&gt;Lions and cheetahs have the same prey so they must compete with each other for food.&nbsp;&lt;/p&gt;
","2023-10-10 21:02:05",0,199.87.198.122,1
683561,19191,15223,34065,NULL,NULL,"&lt;p&gt;Two male white tail deer fight each other to compete for a female.&lt;/p&gt;
","2023-10-10 21:03:10",0,199.87.198.122,1
683563,19191,15223,33959,NULL,NULL,"&lt;p&gt;Black walnut trees release a chemical called juglone into the soil, inhibiting other plant species&#039; growth.&nbsp;&lt;/p&gt;
","2023-10-10 21:05:41",0,50.30.161.186,1
683564,19191,15223,34065,NULL,NULL,"&lt;p&gt;Black Walnut Trees release chemical called juglone which inhibits growth of plants around it.&nbsp;&lt;/p&gt;
","2023-10-10 21:07:41",0,199.87.198.122,1
683565,19191,15223,34044,NULL,NULL,"&lt;p&gt;1) Red and purple sea urchins fight over algae and plankton in the ocean when there is minimal access to them.&lt;/p&gt;
","2023-10-10 21:08:27",0,134.126.253.14,1
